Тип квартиры,Станция метро,Минут до метро,Регион,Количество комнат,Площадь,Кухня площадь,Этаж,Количество этажей,Ремонт,Цена
Вторичное,народное ополчение,12.0,Москва,1.0,33.0,8.0,8.0,5.0,Дизайнерский,17400000.0
Вторичное,бутырская,8.0,Москва,1.0,43.3,21.7,8.0,32.0,Без ремонта,16900000.0
Вторичное,краснопресненская,11.0,Москва,1.0,51.0,11.0,5.0,14.0,Без ремонта,23980000.0
Вторичное,кузьминки,7.0,Москва,1.0,59.5,12.5,7.0,24.0,Косметический,16400000.0
Вторичное,бабушкинская,5.0,Москва,1.0,41.6,8.7,3.0,12.0,Косметический,12400000.0
Вторичное,митино,11.0,Москва,1.0,45.5,13.8,24.0,25.0,Евроремонт,17800000.0
Вторичное,ясенево,11.0,Москва,1.0,46.9,10.0,2.0,16.0,Евроремонт,13500000.0
Вторичное,зюзино,14.0,Москва,1.0,39.0,9.8,4.0,12.0,Косметический,10800000.0
Вторичное,селигерская,15.0,Москва,1.0,34.0,8.0,5.0,12.0,Косметический,10800000.0
Вторичное,селигерская,17.0,Москва,1.0,32.4,17.9,2.0,9.0,Косметический,9600000.0
Вторичное,бауманская,12.0,Москва,1.0,48.0,10.5,10.0,15.0,Евроремонт,19500000.0
Вторичное,аминьевская,11.0,Москва,1.0,47.0,20.0,4.0,25.0,Дизайнерский,34000000.0
Вторичное,бабушкинская,19.0,Москва,1.0,50.8,12.4,10.0,12.0,Евроремонт,17450000.0
Вторичное,тропарево,25.0,Москва,1.0,35.4,10.0,7.0,7.0,Дизайнерский,16000000.0
Вторичное,бабушкинская,20.0,Москва,1.0,36.0,8.3,4.0,16.0,Без ремонта,10200000.0
Вторичное,зил,17.0,Москва,1.0,36.0,16.0,4.0,11.0,Без ремонта,16000000.0
Вторичное,щербинка,12.0,Москва,1.0,40.4,10.0,7.0,22.0,Евроремонт,8400000.0
Вторичное,речной вокзал,19.0,Москва,1.0,55.0,18.0,22.0,28.0,Дизайнерский,18000000.0
Вторичное,зорге,15.0,Москва,1.0,26.0,9.0,3.0,21.0,Без ремонта,11000000.0
Вторичное,озёрная,21.0,Москва,1.0,45.1,12.0,13.0,27.0,Дизайнерский,18500000.0
Вторичное,юго-западная,14.0,Москва,1.0,52.0,10.0,10.0,16.0,Дизайнерский,18900000.0
Вторичное,академическая,18.0,Москва,1.0,33.3,10.0,10.0,12.0,Евроремонт,13150000.0
Вторичное,народное ополчение,10.0,Москва,1.0,42.0,11.0,18.0,16.0,Евроремонт,18000000.0
Вторичное,таганская,6.0,Москва,1.0,40.1,8.6,9.0,13.0,Евроремонт,21400000.0
Вторичное,коньково,20.0,Москва,1.0,36.0,9.3,2.0,17.0,Евроремонт,13500000.0
Вторичное,печатники,10.0,Москва,1.0,48.4,13.5,7.0,25.0,Косметический,14990000.0
Вторичное,калитники,10.0,Москва,1.0,35.0,8.0,2.0,13.0,Евроремонт,13000000.0
Вторичное,бульвар рокоссовского,6.0,Москва,1.0,34.3,11.0,6.0,31.0,Без ремонта,13000000.0
Вторичное,некрасовка,19.0,Москва,1.0,40.1,12.0,11.0,23.0,Дизайнерский,11200000.0
Вторичное,щербинка,12.0,Москва,1.0,42.0,9.1,11.0,22.0,Косметический,9500000.0
Вторичное,яхромская,9.0,Москва,1.0,36.2,10.0,6.0,19.0,Без ремонта,12400000.0
Вторичное,бибирево,15.0,Москва,1.0,39.0,8.6,11.0,12.0,Без ремонта,10800000.0
Вторичное,сокольники,21.0,Москва,1.0,27.0,12.0,2.0,21.0,Косметический,9500000.0
Вторичное,курьяново,8.0,Москва,1.0,40.5,13.0,4.0,32.0,Дизайнерский,13500000.0
Вторичное,шипиловская,14.0,Москва,1.0,39.0,8.8,1.0,14.0,Евроремонт,9400000.0
Вторичное,верхние лихоборы,4.0,Москва,1.0,43.0,15.1,6.0,24.0,Евроремонт,17000000.0
Вторичное,домодедовская,17.0,Москва,1.0,41.2,18.0,14.0,20.0,Дизайнерский,15350000.0
Вторичное,угрешская,8.0,Москва,1.0,44.0,10.0,22.0,33.0,Дизайнерский,17000000.0
Вторичное,зил,15.0,Москва,1.0,45.8,17.3,2.0,14.0,Дизайнерский,23500000.0
Вторичное,нахабино,12.0,Москва,1.0,35.4,17.0,2.0,11.0,Косметический,8700000.0
Вторичное,планерная,21.0,Москва,1.0,33.0,12.0,1.0,5.0,Косметический,15000000.0
Вторичное,крымская,9.0,Москва,1.0,39.0,8.5,2.0,17.0,Косметический,13300000.0
Вторичное,яхромская,9.0,Москва,1.0,36.2,10.0,7.0,19.0,Без ремонта,12400000.0
Вторичное,борисово,12.0,Москва,1.0,38.0,8.5,9.0,17.0,Косметический,10800000.0
Вторичное,достоевская,11.0,Москва,1.0,37.4,11.2,13.0,17.0,Косметический,13990000.0
Вторичное,беломорская,12.0,Москва,1.0,37.5,10.3,2.0,17.0,Дизайнерский,11800000.0
Вторичное,прокшино,12.0,Москва,1.0,39.0,14.0,3.0,12.0,Евроремонт,10800000.0
Вторичное,беляево,18.0,Москва,1.0,34.8,9.0,13.0,14.0,Без ремонта,9300000.0
Вторичное,борисово,20.0,Москва,1.0,36.6,10.4,20.0,22.0,Косметический,10000000.0
Вторичное,марьино,13.0,Москва,1.0,39.1,8.8,1.0,5.0,Без ремонта,10350000.0
Вторичное,октябрьское поле,25.0,Москва,1.0,43.0,9.0,8.0,12.0,Евроремонт,12900000.0
Вторичное,угрешская,7.0,Москва,1.0,41.0,17.8,14.0,30.0,Дизайнерский,17500000.0
Вторичное,автозаводская,20.0,Москва,1.0,40.2,12.2,2.0,29.0,Евроремонт,19000000.0
Вторичное,борисово,12.0,Москва,1.0,38.0,8.0,9.0,17.0,Косметический,10799000.0
Вторичное,автозаводская,20.0,Москва,1.0,46.0,13.9,9.0,29.0,Без ремонта,21900000.0
Вторичное,павелецкая,18.0,Москва,1.0,39.0,18.0,7.0,16.0,Евроремонт,23000000.0
Вторичное,саларьево,24.0,Москва,1.0,38.0,11.0,5.0,16.0,Евроремонт,11200000.0
Вторичное,улица 1905 года,15.0,Москва,1.0,35.0,10.0,3.0,12.0,Косметический,14200000.0
Вторичное,физтех,12.0,Москва,1.0,41.2,10.0,15.0,17.0,Евроремонт,14322000.0
Вторичное,строгино,23.0,Москва,1.0,45.0,10.0,19.0,23.0,Евроремонт,15900000.0
Вторичное,аминьевская,5.0,Москва,1.0,49.3,17.0,4.0,16.0,Без ремонта,19600000.0
Вторичное,площадь ильича,18.0,Москва,1.0,39.0,10.0,4.0,16.0,Косметический,13500000.0
Вторичное,щелковская,12.0,Москва,1.0,36.0,9.1,3.0,12.0,Косметический,9950000.0
Вторичное,селигерская,13.0,Москва,1.0,36.0,9.0,2.0,22.0,Косметический,10000000.0
Вторичное,верхние котлы,16.0,Москва,1.0,36.8,17.7,12.0,24.0,Евроремонт,15500000.0
Вторичное,сокольники,14.0,Москва,1.0,31.8,8.0,2.0,12.0,Косметический,13000000.0
Вторичное,дегунино,16.0,Москва,1.0,39.7,10.0,17.0,17.0,Косметический,11850000.0
Вторичное,бульвар дмитрия донского,10.0,Москва,1.0,34.1,11.0,7.0,16.0,Косметический,9990000.0
Вторичное,славянский бульвар,4.0,Москва,1.0,38.0,10.0,6.0,22.0,Косметический,16000000.0
Вторичное,некрасовка,12.0,Москва,1.0,39.0,10.0,6.0,22.0,Косметический,9900000.0
Вторичное,домодедовская,17.0,Москва,1.0,37.0,11.0,7.0,20.0,Косметический,11800000.0
Вторичное,кленовый бульвар,20.0,Москва,1.0,33.4,8.0,19.0,23.0,Косметический,10550000.0
Вторичное,лухмановская,12.0,Москва,1.0,38.2,8.2,11.0,12.0,Евроремонт,9900000.0
Вторичное,перово,26.0,Москва,1.0,47.9,10.7,10.0,14.0,Евроремонт,16500000.0
Вторичное,свиблово,23.0,Москва,1.0,42.0,10.4,23.0,25.0,Евроремонт,14200000.0
Вторичное,павелецкая,18.0,Москва,1.0,38.5,10.0,5.0,16.0,Без ремонта,19900000.0
Вторичное,бунинская аллея,12.0,Москва,1.0,35.0,9.0,14.0,18.0,Косметический,9850000.0
Вторичное,кантемировская,15.0,Москва,1.0,41.0,8.0,15.0,20.0,Косметический,12000000.0
Вторичное,лесопарковая,5.0,Москва,1.0,40.2,10.3,26.0,26.0,Косметический,11799000.0
Вторичное,профсоюзная,9.0,Москва,1.0,38.0,8.0,3.0,17.0,Косметический,13400000.0
Вторичное,аминьевская,15.0,Москва,1.0,42.5,8.6,22.0,16.0,Без ремонта,17700000.0
Вторичное,солнцево,3.0,Москва,1.0,38.0,10.0,9.0,16.0,Косметический,11200000.0
Вторичное,селигерская,7.0,Москва,1.0,43.9,9.8,16.0,23.0,Косметический,13950000.0
Вторичное,новаторская,12.0,Москва,1.0,37.9,10.0,10.0,22.0,Без ремонта,12900000.0
Вторичное,щелковская,14.0,Москва,1.0,35.2,9.7,2.0,12.0,Без ремонта,8900000.0
Вторичное,шелепиха,14.0,Москва,1.0,57.0,9.0,8.0,16.0,Дизайнерский,29500000.0
Вторичное,планерная,8.0,Москва,1.0,33.0,8.0,8.0,9.0,Косметический,9150000.0
Вторичное,нагорная,25.0,Москва,1.0,41.0,10.0,6.0,5.0,Евроремонт,12500000.0
Вторичное,раменки,11.0,Москва,1.0,40.4,14.6,12.0,15.0,Без ремонта,22000000.0
Вторичное,рассказовка,17.0,Москва,1.0,37.9,10.0,5.0,17.0,Дизайнерский,12000000.0
Вторичное,крымская,6.0,Москва,1.0,39.8,10.1,16.0,11.0,Косметический,14800000.0
Вторичное,улица 1905 года,12.0,Москва,1.0,35.4,9.2,6.0,9.0,Дизайнерский,19700000.0
Вторичное,автозаводская,21.0,Москва,1.0,38.7,10.9,7.0,29.0,Без ремонта,18900000.0
Вторичное,яхромская,11.0,Москва,1.0,38.8,8.9,2.0,14.0,Евроремонт,11500000.0
Вторичное,динамо,8.0,Москва,1.0,36.0,11.0,9.0,21.0,Дизайнерский,20500000.0
Вторичное,бунинская аллея,7.0,Москва,1.0,35.4,9.3,3.0,12.0,Косметический,9820000.0
Вторичное,красногвардейская,9.0,Москва,1.0,43.9,18.5,25.0,30.0,Без ремонта,14200000.0
Вторичное,бунинская аллея,7.0,Москва,1.0,35.4,9.1,3.0,12.0,Косметический,10000000.0
Вторичное,царицыно,13.0,Москва,1.0,35.1,9.7,10.0,12.0,Косметический,9200000.0
Вторичное,коммунарка,12.0,Москва,1.0,41.2,10.0,6.0,12.0,Без ремонта,9000000.0
Вторичное,нижегородская,8.0,Москва,1.0,42.0,16.0,4.0,25.0,Дизайнерский,14500000.0
Вторичное,щукинская,8.0,Москва,1.0,63.8,10.5,10.0,11.0,Евроремонт,30000000.0
Вторичное,рабочий посёлок,10.0,Москва,1.0,39.2,9.0,12.0,12.0,Евроремонт,12300000.0
Вторичное,стрешнево,8.0,Москва,1.0,36.8,17.6,12.0,28.0,Косметический,13500000.0
Вторичное,люблино,5.0,Москва,1.0,38.0,8.0,12.0,17.0,Евроремонт,13800000.0
Вторичное,курская,9.0,Москва,1.0,38.9,17.0,5.0,11.0,Косметический,19350000.0
Вторичное,курская,9.0,Москва,1.0,38.9,17.0,6.0,11.0,Косметический,19350000.0
Вторичное,гражданская,15.0,Москва,1.0,35.2,9.7,12.0,12.0,Косметический,10800000.0
Вторичное,аминьевская,10.0,Москва,1.0,42.4,19.0,11.0,25.0,Евроремонт,33000000.0
Вторичное,говорово,15.0,Москва,1.0,53.0,16.9,7.0,10.0,Без ремонта,15500000.0
Вторичное,речной вокзал,24.0,Москва,1.0,40.0,8.0,14.0,17.0,Косметический,11599999.0
Вторичное,спартак,7.0,Москва,1.0,36.3,16.0,8.0,22.0,Без ремонта,11100000.0
Вторичное,крылатское,5.0,Москва,1.0,38.3,8.3,4.0,17.0,Евроремонт,14100000.0
Вторичное,площадь гагарина,5.0,Москва,1.0,46.0,21.0,8.0,15.0,Евроремонт,36800000.0
Вторичное,славянский бульвар,5.0,Москва,1.0,39.0,9.0,2.0,17.0,Евроремонт,14500000.0
Вторичное,солнцево,7.0,Москва,1.0,37.5,18.0,10.0,23.0,Без ремонта,12300000.0
Вторичное,пыхтино,14.0,Москва,1.0,37.7,8.0,3.0,17.0,Косметический,11999999.0
Вторичное,москва-товарная,10.0,Москва,1.0,44.7,19.7,3.0,14.0,Без ремонта,20500000.0
Вторичное,лесопарковая,9.0,Москва,1.0,38.5,11.0,6.0,19.0,Косметический,12600000.0
Вторичное,беляево,14.0,Москва,1.0,34.1,8.1,1.0,9.0,Косметический,10070000.0
Вторичное,давыдково,9.0,Москва,1.0,36.8,9.0,4.0,12.0,Евроремонт,15600000.0
Вторичное,сходненская,13.0,Москва,1.0,38.4,11.0,9.0,17.0,Евроремонт,13700000.0
Вторичное,бутово,10.0,Москва,1.0,38.4,9.0,2.0,15.0,Косметический,9800000.0
Вторичное,щербинка,26.0,Москва,1.0,31.6,9.0,13.0,21.0,Косметический,8500000.0
Вторичное,арбатская,6.0,Москва,1.0,30.0,8.0,5.0,5.0,Евроремонт,19400000.0
Вторичное,зил,16.0,Москва,1.0,43.0,10.5,3.0,14.0,Евроремонт,23000000.0
Вторичное,марьино,16.0,Москва,1.0,36.4,8.2,3.0,16.0,Косметический,9500000.0
Вторичное,автозаводская,13.0,Москва,1.0,42.2,10.0,11.0,12.0,Евроремонт,17800000.0
Вторичное,беломорская,24.0,Москва,1.0,65.7,14.0,13.0,27.0,Без ремонта,15600000.0
Вторичное,коммунарка,14.0,Москва,1.0,30.0,8.0,5.0,25.0,Дизайнерский,9100000.0
Вторичное,прокшино,10.0,Москва,1.0,40.1,19.0,11.0,20.0,Без ремонта,10490000.0
Вторичное,фили,18.0,Москва,1.0,43.4,10.3,8.0,28.0,Без ремонта,15489000.0
Вторичное,пролетарская,3.0,Москва,1.0,37.3,8.0,2.0,19.0,Евроремонт,16750000.0
Вторичное,проспект вернадского,10.0,Москва,1.0,34.2,8.1,16.0,24.0,Евроремонт,10900000.0
Вторичное,бульвар дмитрия донского,15.0,Москва,1.0,45.2,10.5,5.0,24.0,Косметический,10850000.0
Вторичное,нагатинская,12.0,Москва,1.0,34.0,8.0,6.0,26.0,Без ремонта,15800000.0
Вторичное,владыкино,22.0,Москва,1.0,38.9,8.6,3.0,12.0,Евроремонт,11700000.0
Вторичное,щелковская,9.0,Москва,1.0,44.8,13.0,3.0,24.0,Косметический,13300000.0
Вторичное,говорово,13.0,Москва,1.0,43.8,10.2,6.0,12.0,Евроремонт,14800000.0
Вторичное,нагатинский затон,11.0,Москва,1.0,40.0,12.0,7.0,12.0,Евроремонт,13500000.0
Вторичное,марьино,15.0,Москва,1.0,36.0,9.0,8.0,17.0,Косметический,9000000.0
Вторичное,автозаводская,21.0,Москва,1.0,43.0,18.0,10.0,29.0,Дизайнерский,22000000.0
Вторичное,проспект вернадского,10.0,Москва,1.0,34.6,8.1,6.0,24.0,Евроремонт,10700000.0
Вторичное,новопеределкино,6.0,Москва,1.0,38.1,10.2,12.0,22.0,Косметический,11500000.0
Вторичное,отрадное,24.0,Москва,1.0,39.1,8.6,8.0,12.0,Евроремонт,11200000.0
Вторичное,коммунарка,20.0,Москва,1.0,46.0,11.0,7.0,17.0,Евроремонт,12500000.0
Вторичное,новопеределкино,6.0,Москва,1.0,39.9,10.0,12.0,22.0,Косметический,11500000.0
Вторичное,автозаводская,13.0,Москва,1.0,43.7,11.6,10.0,12.0,Евроремонт,14800000.0
Вторичное,славянский бульвар,6.0,Москва,1.0,38.2,10.5,2.0,24.0,Косметический,12700000.0
Вторичное,некрасовка,9.0,Москва,1.0,45.2,20.0,18.0,25.0,Дизайнерский,12800000.0
Вторичное,новые черемушки,17.0,Москва,1.0,38.3,10.1,10.0,18.0,Евроремонт,15500000.0
Вторичное,беломорская,9.0,Москва,1.0,36.5,9.4,12.0,19.0,Косметический,13400000.0
Вторичное,сетунь,15.0,Москва,1.0,32.6,8.0,5.0,12.0,Косметический,9700000.0
Вторичное,народное ополчение,12.0,Москва,1.0,33.6,10.0,24.0,5.0,Без ремонта,16700000.0
Вторичное,дубровка,22.0,Москва,1.0,40.5,14.0,13.0,29.0,Без ремонта,20500000.0
Вторичное,новопеределкино,8.0,Москва,1.0,37.0,10.0,13.0,23.0,Без ремонта,12700000.0
Вторичное,каховская,16.0,Москва,1.0,35.1,9.9,6.0,12.0,Косметический,10250000.0
Вторичное,улица академика янгеля,10.0,Москва,1.0,42.0,10.9,16.0,24.0,Евроремонт,12100000.0
Вторичное,достоевская,6.0,Москва,1.0,40.0,9.0,6.0,14.0,Евроремонт,22400000.0
Вторичное,спартак,7.0,Москва,1.0,36.6,14.0,3.0,23.0,Без ремонта,12500000.0
Вторичное,люблино,6.0,Москва,1.0,38.9,9.0,3.0,14.0,Косметический,12500000.0
Вторичное,говорово,11.0,Москва,1.0,41.0,12.2,15.0,15.0,Евроремонт,15450000.0
Вторичное,варшавская,10.0,Москва,1.0,50.0,20.0,14.0,28.0,Без ремонта,16500000.0
Вторичное,царицыно,21.0,Москва,1.0,39.0,19.5,8.0,14.0,Без ремонта,8790000.0
Вторичное,шелепиха,19.0,Москва,1.0,46.0,12.8,8.0,16.0,Без ремонта,22500000.0
Вторичное,шаболовская,17.0,Москва,1.0,30.0,9.0,11.0,13.0,Без ремонта,11950000.0
Вторичное,рабочий посёлок,15.0,Москва,1.0,36.0,8.0,9.0,16.0,Косметический,14000000.0
Вторичное,говорово,13.0,Москва,1.0,45.0,13.0,5.0,12.0,Косметический,13500000.0
Вторичное,ольховая,12.0,Москва,1.0,44.0,11.5,7.0,12.0,Евроремонт,10200000.0
Вторичное,говорово,11.0,Москва,1.0,55.0,20.0,1.0,14.0,Косметический,16500000.0
Вторичное,бутырская,21.0,Москва,1.0,36.4,21.7,5.0,8.0,Без ремонта,13384644.0
Вторичное,внуково,12.0,Москва,1.0,40.1,17.0,8.0,14.0,Косметический,9650000.0
Вторичное,речной вокзал,23.0,Москва,1.0,37.0,9.0,2.0,17.0,Косметический,11500000.0
Вторичное,солнцево,7.0,Москва,1.0,36.4,17.0,10.0,23.0,Без ремонта,11400000.0
Вторичное,свиблово,13.0,Москва,1.0,43.4,8.6,8.0,12.0,Косметический,12350000.0
Вторичное,царицыно,11.0,Москва,1.0,37.0,8.2,10.0,16.0,Косметический,10650000.0
Вторичное,люблино,5.0,Москва,1.0,38.3,8.3,10.0,17.0,Евроремонт,11000000.0
Вторичное,коммунарка,26.0,Москва,1.0,48.5,13.5,10.0,16.0,Косметический,10500000.0
Вторичное,филатов луг,14.0,Москва,1.0,36.0,17.0,5.0,16.0,Евроремонт,10900000.0
Вторичное,селигерская,9.0,Москва,1.0,37.3,8.0,9.0,17.0,Косметический,12800000.0
Вторичное,ховрино,12.0,Москва,1.0,39.5,10.5,6.0,17.0,Евроремонт,12400000.0
Вторичное,калитники,17.0,Москва,1.0,46.1,12.0,17.0,24.0,Косметический,14850000.0
Вторичное,хорошёвская,6.0,Москва,1.0,54.9,18.0,11.0,24.0,Без ремонта,26000000.0
Вторичное,улица старокачаловская,16.0,Москва,1.0,39.3,9.0,6.0,12.0,Косметический,9589000.0
Вторичное,кленовый бульвар,17.0,Москва,1.0,38.0,10.0,12.0,12.0,Косметический,10200000.0
Вторичное,раменки,11.0,Москва,1.0,43.0,8.0,13.0,15.0,Без ремонта,22000000.0
Вторичное,бунинская аллея,19.0,Москва,1.0,47.3,10.0,3.0,17.0,Косметический,10749000.0
Вторичное,чертановская,9.0,Москва,1.0,41.0,8.9,10.0,15.0,Косметический,15800000.0
Вторичное,дубровка,7.0,Москва,1.0,43.6,14.4,3.0,16.0,Без ремонта,16800000.0
Вторичное,авиамоторная,11.0,Москва,1.0,36.0,12.0,15.0,23.0,Евроремонт,16500000.0
Вторичное,прокшино,15.0,Москва,1.0,33.1,10.0,5.0,18.0,Без ремонта,9700000.0
Вторичное,пражская,12.0,Москва,1.0,47.2,13.5,7.0,24.0,Евроремонт,17700000.0
Вторичное,аминьевская,5.0,Москва,1.0,36.2,9.0,22.0,16.0,Дизайнерский,18700000.0
Вторичное,бабушкинская,5.0,Москва,1.0,38.6,8.4,2.0,12.0,Косметический,10450000.0
Вторичное,лухмановская,12.0,Москва,1.0,42.0,9.0,7.0,9.0,Косметический,10500000.0
Вторичное,медведково,24.0,Москва,1.0,40.0,10.0,20.0,33.0,Евроремонт,14600000.0
Вторичное,хорошево,16.0,Москва,1.0,33.5,8.0,3.0,26.0,Без ремонта,14790000.0
Вторичное,автозаводская,13.0,Москва,1.0,43.5,11.6,7.0,12.0,Косметический,14760000.0
Вторичное,аннино,12.0,Москва,1.0,35.0,10.0,6.0,26.0,Евроремонт,11150000.0
Вторичное,зил,12.0,Москва,1.0,44.7,18.0,14.0,16.0,Без ремонта,25200000.0
Вторичное,братиславская,23.0,Москва,1.0,40.1,10.0,17.0,24.0,Косметический,13500000.0
Вторичное,братиславская,22.0,Москва,1.0,36.0,9.0,16.0,17.0,Косметический,12200000.0
Вторичное,бульвар рокоссовского,12.0,Москва,1.0,51.6,14.5,14.0,22.0,Евроремонт,17000000.0
Вторичное,автозаводская,7.0,Москва,1.0,55.0,12.0,12.0,22.0,Евроремонт,22500000.0
Вторичное,беломорская,10.0,Москва,1.0,44.4,12.0,8.0,19.0,Евроремонт,14900000.0
Вторичное,давыдково,15.0,Москва,1.0,38.6,10.5,21.0,22.0,Косметический,14000000.0
Вторичное,щелковская,12.0,Москва,1.0,38.2,19.3,15.0,17.0,Евроремонт,12300000.0
Вторичное,бабушкинская,14.0,Москва,1.0,38.3,9.6,14.0,16.0,Евроремонт,11800000.0
Вторичное,бауманская,3.0,Москва,1.0,35.2,9.6,3.0,12.0,Без ремонта,14950000.0
Вторичное,ботанический сад,16.0,Москва,1.0,40.2,10.9,5.0,12.0,Косметический,11810000.0
Вторичное,автозаводская,13.0,Москва,1.0,43.8,11.7,5.0,12.0,Косметический,14715000.0
Вторичное,беляево,16.0,Москва,1.0,39.3,9.9,4.0,19.0,Косметический,10961000.0
Вторичное,сетунь,25.0,Москва,1.0,35.3,9.5,2.0,17.0,Евроремонт,11500000.0
Вторичное,бескудниково,11.0,Москва,1.0,35.0,10.0,7.0,16.0,Косметический,10000000.0
Вторичное,братиславская,7.0,Москва,1.0,35.6,9.0,14.0,18.0,Евроремонт,12499000.0
Вторичное,некрасовка,15.0,Москва,1.0,35.7,10.0,10.0,19.0,Косметический,9200000.0
Вторичное,остафьево,16.0,Москва,1.0,44.6,12.0,3.0,21.0,Косметический,8450000.0
Вторичное,планерная,13.0,Москва,1.0,38.6,8.6,8.0,14.0,Косметический,12500000.0
Вторичное,некрасовка,6.0,Москва,1.0,38.9,8.0,17.0,17.0,Евроремонт,9700000.0
Вторичное,прокшино,12.0,Москва,1.0,35.0,13.5,10.0,13.0,Евроремонт,11000000.0
Вторичное,авиамоторная,11.0,Москва,1.0,42.2,14.3,12.0,23.0,Дизайнерский,19399000.0
Вторичное,улица скобелевская,16.0,Москва,1.0,48.5,12.0,8.0,16.0,Евроремонт,15000000.0
Вторичное,водный стадион,16.0,Москва,1.0,35.0,9.9,8.0,16.0,Косметический,11500000.0
Вторичное,крымская,16.0,Москва,1.0,41.0,8.0,8.0,14.0,Дизайнерский,16200000.0
Вторичное,кленовый бульвар,5.0,Москва,1.0,33.5,9.0,6.0,12.0,Косметический,10600000.0
Вторичное,коммунарка,26.0,Москва,1.0,39.1,8.0,8.0,14.0,Без ремонта,9200000.0
Вторичное,белорусская,4.0,Москва,1.0,46.1,16.0,13.0,12.0,Евроремонт,32690000.0
Вторичное,яхромская,10.0,Москва,1.0,41.0,11.7,11.0,24.0,Косметический,16500000.0
Вторичное,аминьевская,11.0,Москва,1.0,46.8,12.3,25.0,25.0,Косметический,15500000.0
Вторичное,медведково,12.0,Москва,1.0,40.1,17.7,24.0,25.0,Дизайнерский,14000000.0
Вторичное,ховрино,3.0,Москва,1.0,40.1,13.2,6.0,30.0,Евроремонт,19200000.0
Вторичное,ольховая,24.0,Москва,1.0,31.5,13.2,15.0,22.0,Косметический,9500000.0
Вторичное,физтех,5.0,Москва,1.0,39.0,8.7,20.0,22.0,Дизайнерский,12500000.0
Вторичное,ломоносовский проспект,5.0,Москва,1.0,59.0,14.0,8.0,24.0,Евроремонт,33000000.0
Вторичное,некрасовка,12.0,Москва,1.0,37.8,9.0,2.0,17.0,Косметический,8700000.0
Вторичное,водный стадион,7.0,Москва,1.0,30.0,8.5,8.0,16.0,Без ремонта,15500000.0
Вторичное,марьина роща (шереметьевская),13.0,Москва,1.0,40.0,8.5,1.0,14.0,Дизайнерский,12500000.0
Вторичное,рабочий посёлок,10.0,Москва,1.0,37.7,9.0,8.0,17.0,Косметический,11500000.0
Вторичное,лухмановская,27.0,Москва,1.0,37.6,8.0,4.0,17.0,Евроремонт,10300000.0
Вторичное,белокаменная,27.0,Москва,1.0,40.0,10.0,12.0,25.0,Косметический,14800000.0
Вторичное,митино,10.0,Москва,1.0,39.0,11.0,3.0,25.0,Косметический,14150000.0
Вторичное,тимирязевская,13.0,Москва,1.0,32.3,8.0,9.0,9.0,Косметический,12000000.0
Вторичное,беляево,8.0,Москва,1.0,41.8,10.1,18.0,22.0,Евроремонт,16900000.0
Вторичное,кленовый бульвар,24.0,Москва,1.0,35.0,9.0,9.0,12.0,Косметический,11500000.0
Вторичное,лианозово,10.0,Москва,1.0,39.3,9.0,4.0,17.0,Косметический,12000000.0
Вторичное,менделеевская,12.0,Москва,1.0,35.8,9.0,3.0,12.0,Евроремонт,17500000.0
Вторичное,рассказовка,25.0,Москва,1.0,45.0,10.0,9.0,11.0,Косметический,13500000.0
Вторичное,владыкино,20.0,Москва,1.0,44.2,9.0,9.0,12.0,Евроремонт,14000000.0
Вторичное,зил,12.0,Москва,1.0,41.0,13.0,11.0,16.0,Без ремонта,22200000.0
Вторичное,аминьевская,5.0,Москва,1.0,40.3,12.0,10.0,16.0,Без ремонта,19500000.0
Вторичное,народное ополчение,24.0,Москва,1.0,42.7,18.0,14.0,16.0,Евроремонт,18850000.0
Вторичное,сходненская,22.0,Москва,1.0,39.0,10.4,21.0,22.0,Евроремонт,12500000.0
Вторичное,зил,12.0,Москва,1.0,45.7,18.2,21.0,22.0,Без ремонта,26200000.0
Вторичное,покровское,12.0,Москва,1.0,38.6,9.0,13.0,18.0,Евроремонт,11499000.0
Вторичное,ботанический сад,21.0,Москва,1.0,32.7,9.7,18.0,18.0,Без ремонта,10500000.0
Вторичное,динамо,10.0,Москва,1.0,51.0,21.0,4.0,12.0,Евроремонт,32000000.0
Вторичное,автозаводская,7.0,Москва,1.0,38.9,10.0,4.0,22.0,Косметический,16500000.0
Вторичное,аннино,10.0,Москва,1.0,46.7,10.0,13.0,25.0,Евроремонт,14200000.0
Вторичное,сетунь,26.0,Москва,1.0,38.2,10.1,12.0,22.0,Косметический,9650000.0
Вторичное,коломенская,21.0,Москва,1.0,44.7,11.6,5.0,17.0,Дизайнерский,15950000.0
Вторичное,фили,18.0,Москва,1.0,41.3,9.2,5.0,28.0,Косметический,19700000.0
Вторичное,сходненская,19.0,Москва,1.0,51.0,10.0,3.0,22.0,Евроремонт,25000000.0
Вторичное,кузьминки,17.0,Москва,1.0,36.0,10.0,5.0,23.0,Евроремонт,11200000.0
Вторичное,рабочий посёлок,9.0,Москва,1.0,37.8,8.4,1.0,17.0,Косметический,11200000.0
Вторичное,стахановская,9.0,Москва,1.0,41.4,8.5,8.0,9.0,Косметический,10855900.0
Вторичное,солнцево,11.0,Москва,1.0,39.0,11.0,10.0,18.0,Евроремонт,13599999.0
Вторичное,измайловская,23.0,Москва,1.0,38.1,8.0,10.0,15.0,Косметический,12500000.0
Вторичное,остафьево,16.0,Москва,1.0,44.0,18.0,5.0,20.0,Косметический,8090000.0
